title,year,keywords,source,doi
Advances in the monitoring and forecasting of urban extreme meteorological events: a bibliometric review,2026,Urbanization; Environmental resource management; General partnership; Natural hazard; Environmental planning; Climate change; Urban heat island; Megacity; Urban climate; Resilience (materials science); Land cover; Land use; Thematic map; Environmental science; Climate resilience; Urban ecosystem; Geography; China; Urban resilience; Urban studies; Regional science; Urban planning; Psychological resilience,OpenAlex,https://doi.org/10.1007/s11069-025-07933-6
"Navigating Closed Doors: Systematic Barriers to Healthcare Access and Adolescent Resilience in the Context of Unintended Pregnancy in Makassar, Indonesia",2026,Psychological resilience; Psychology; Unintended pregnancy; Context (archaeology); Health care; Interpretative phenomenological analysis; Coping (psychology); Nursing; Reproductive health; Agency (philosophy); Resilience (materials science); Medicine; Service provider; Resistance (ecology); Conceptual framework,OpenAlex,https://doi.org/10.62951/ijhsb.v3i1.602
"AVIRIS-5 L1B Calibrated Radiance, Facility Instrument Collection",2026,Radiance; Remote sensing; Calibration; Environmental science; Geolocation; Meteorology; Spectrometer; Imaging spectrometer; Pixel; Orbital mechanics; Multispectral image; Imaging spectroscopy; Lookup table; Shortwave; Computer science; Table (database); Field of view; Spectral bands; Range (aeronautics); Data processing,OpenAlex,https://doi.org/10.3334/ornldaac/2483
Visualization analysis of learning analytics research based on CiteSpace,2026,Visualization; Data science; Learning analytics; Computer science; Bibliometrics; Field (mathematics); Analytics; Thematic analysis; Thematic map; Educational research; Data visualization; Visual analytics; Cultural analytics; Information visualization; Creative visualization; Work (physics),OpenAlex,https://doi.org/10.1108/jarhe-08-2025-0697
Digitisation as archival intermediary: Quantifying and qualifying Greta B. Stevenson's mycological collector networks,2026,Amateur; Natural history; Archival science; Library science; Citizen science; Natural heritage; Natural (archaeology); History of science; History; Data science; Cultural heritage,OpenAlex,https://doi.org/10.1002/ppp3.70173
A scalable matching approach for the comparison of agricultural land use maps based on corresponding field polygons,2026,Computer science; Matching (statistics); Field (mathematics); Data mining; Scalability; Spatial analysis; Ground truth; Quality (philosophy); Artificial intelligence; Geospatial analysis; Cadastre; Georeference; Decomposition; Data quality; Data science; Precision agriculture,OpenAlex,https://doi.org/10.1080/17538947.2026.2632420
Editorial: Social psychology through storytelling in family business,2026,Contentment; Happiness; Social psychology; Feeling; Sociology; Storytelling; Public relations; Value (mathematics); Psychology; Perception; Family business; Variety (cybernetics); Marketing; Entrepreneurship; Field (mathematics); New business development,OpenAlex,https://doi.org/10.1108/jfbm-03-2026-365
Expanding the Understanding of Population Descriptors for Biomedical Research to Low- and Middle-Income Countries (LMIC) - Corpora Development,2026,Annotation; Population; Computer science; Event (particle physics); Identification (biology); Data science; Variety (cybernetics); Natural language processing; Information retrieval; Artificial intelligence; Construct (python library); Representation (politics); Interpretation (philosophy); Information extraction; Task (project management); Named-entity recognition; Relationship extraction; Data extraction; Knowledge extraction,OpenAlex,https://doi.org/10.5281/zenodo.18864396
"Eclipse Soundscapes Training: The October 14, 2023 Annular Eclipse Path - What and Where is it? (Observer and Data Collector Roles)",2026,Solar eclipse; Eclipse; Visibility; Context (archaeology); Path (computing); Computer science; Meteorology; Object (grammar),OpenAlex,https://doi.org/10.5281/zenodo.18673397
Citizen science applied on puma distribution monitoring in Brazil,2026,Citizen science; Geography; Distribution (mathematics); Land cover; Bioindicator; Habitat; Environmental resource management; Ecosystem services; Land use; Ecosystem; Ecology; Biodiversity; Environmental monitoring; Environmental protection; Puma; Environmental planning; Cover (algebra),OpenAlex,https://doi.org/10.34188/bjaerv9n1-078
Eclipse Soundscapes Training: Observing with All Senses (Observer Role),2026,Eclipse; Citizen science; Solar eclipse; Soundscape; Resource (disambiguation); Consistency (knowledge bases); Meteorology,OpenAlex,https://doi.org/10.5281/zenodo.18673108
"Eclipse Soundscapes Training: The October 14, 2023 Annular Eclipse Path - What and Where is it? (Observer and Data Collector Roles)",2026,Solar eclipse; Eclipse; Visibility; Context (archaeology); Path (computing); Computer science; Meteorology; Object (grammar),OpenAlex,https://doi.org/10.5281/zenodo.18673396
Eclipse Soundscapes Training: Observing with All Senses (Observer Role),2026,Eclipse; Citizen science; Solar eclipse; Soundscape; Resource (disambiguation); Consistency (knowledge bases); Meteorology,OpenAlex,https://doi.org/10.5281/zenodo.18673109
Water as a Tool for Interscalar Territorial Design: A Retrospective Reading of Mondéjar,2026,Metropolitan area; Geography; Legibility; Environmental resource management; Drainage; Environmental planning; Public space; Empirical research; Stormwater; Water cycle; Rendering (computer graphics); Drainage basin,OpenAlex,https://doi.org/10.5281/zenodo.18805885
Gendered Cartography of Trauma in Madras on Rainy Days and Burnt Shadows,2026,Subjectivity; Geopolitics; Narrative; Gender studies; Masculinity; Politics; Sociology; Dismemberment; History; Psychic; Art; Embodied cognition; Subaltern; Agency (philosophy),OpenAlex,https://doi.org/10.5281/zenodo.18863475
Gendered Cartography of Trauma in Madras on Rainy Days and Burnt Shadows,2026,Subjectivity; Geopolitics; Narrative; Gender studies; Masculinity; Politics; Sociology; Dismemberment; History; Psychic; Art; Embodied cognition; Subaltern; Agency (philosophy),OpenAlex,https://doi.org/10.5281/zenodo.18863473
Water as a Tool for Interscalar Territorial Design: A Retrospective Reading of Mondéjar,2026,Metropolitan area; Geography; Legibility; Environmental resource management; Drainage; Environmental planning; Public space; Empirical research; Stormwater; Water cycle; Rendering (computer graphics); Drainage basin,OpenAlex,https://doi.org/10.5281/zenodo.18805886
🌐 Fradier Dynamics : Extension – Applications Prospectives et Multi‑Échelle. &.🌐 Fradier Dynamics : Suite Intégrée à TCF‑H,2026,Humanities; Extension (predicate logic); Sociology; Physics; Philosophy; Divergence (linguistics),OpenAlex,https://doi.org/10.5281/zenodo.18855084
Classification and Characterization of Vegetation Dynamics in Northeastern Mexico from 25-Year EVI Time Series,2026,Vegetation (pathology); Series (stratigraphy); Time series; Enhanced vegetation index; Physical geography; Mesoscale meteorology; Environmental science; Climatology; Remote sensing; Vegetation classification; Linear discriminant analysis; Climate change,OpenAlex,https://doi.org/10.3390/rs18050787
"Data and Code for ""Out of Africa: To What Extent Does a Text-to-Image Model Sustain Cartographic Projection Bias in Depictions of the African Continent?""",2026,Computer science; Code (set theory); Consistency (knowledge bases); Projection (relational algebra); Cluster analysis; Metric (unit); Grid; Artificial intelligence; Data mining; Hierarchical clustering; Pattern recognition (psychology); Rand index; Binary number; Visualization; Graphics; Matching (statistics); Binary data; Information retrieval; Stability (learning theory); Curse of dimensionality; Pipeline (software); Process (computing); Binary code; Dimensionality reduction; Cluster (spacecraft); Block (permutation group theory); Shadow (psychology); Hierarchical database model,OpenAlex,https://doi.org/10.5281/zenodo.18862236
🌐 Fradier Dynamics : Extension – Applications Prospectives et Multi‑Échelle. &.🌐 Fradier Dynamics : Suite Intégrée à TCF‑H,2026,Humanities; Extension (predicate logic); Sociology; Physics; Philosophy; Divergence (linguistics),OpenAlex,https://doi.org/10.5281/zenodo.18855085
"Data and Code for ""Out of Africa: To What Extent Does a Text-to-Image Model Sustain Cartographic Projection Bias in Depictions of the African Continent?""",2026,Computer science; Code (set theory); Consistency (knowledge bases); Projection (relational algebra); Cluster analysis; Metric (unit); Grid; Artificial intelligence; Data mining; Hierarchical clustering; Pattern recognition (psychology); Rand index; Binary number; Visualization; Graphics; Matching (statistics); Binary data; Information retrieval; Stability (learning theory); Curse of dimensionality; Pipeline (software); Process (computing); Binary code; Dimensionality reduction; Cluster (spacecraft); Block (permutation group theory); Shadow (psychology); Hierarchical database model,OpenAlex,https://doi.org/10.5281/zenodo.18862237
Entre le paradis et l'esclavage moderne — Modèle Multi-dimensionnel et Simulation GPU,2026,Humanities; Locale (computer software); Physics,OpenAlex,https://doi.org/10.5281/zenodo.18862882
A general cartography of the work of the philosopher José Luis Villacañas,2026,Work (physics); Art history; Philosophy; Art,OpenAlex,https://doi.org/10.4324/9781003657750-5
Entre le paradis et l'esclavage moderne — Modèle Multi-dimensionnel et Simulation GPU,2026,Humanities; Locale (computer software); Physics,OpenAlex,https://doi.org/10.5281/zenodo.18862883
F1_ Crowd-Based Dynamics (CBD) in Financial Systems,2026,Divergence (linguistics); Financial market; Economics; Counterfactual thinking; Convergence (economics); Articulation (sociology); Computer science; Mathematical economics; Stability (learning theory); Econometrics; Reciprocal,OpenAlex,https://doi.org/10.5281/zenodo.18843545
Participación de las mujeres en el ámbito local: dinámicas y perfiles en Andalucía (España),2026,Geography; Sociology; Phenomenon; Rural area; Social relation; Social phenomenon; Social integration; Population,OpenAlex,https://doi.org/10.24215/26837684e021
F1_ Crowd-Based Dynamics (CBD) in Financial Systems,2026,Divergence (linguistics); Financial market; Economics; Counterfactual thinking; Convergence (economics); Articulation (sociology); Computer science; Mathematical economics; Stability (learning theory); Econometrics; Reciprocal,OpenAlex,https://doi.org/10.5281/zenodo.18843547
Chemoproteomic Cartography of Cysteine Modifications,2026,Cysteine; Proteome; Proteomics; Biochemistry; Chemistry; Computational biology; Regulator; Innate immune system; Cysteine metabolism; Metabolomics; Biology; Chemical biology; Cell biology; Protein–protein interaction; Crosstalk; Drug discovery; Gene isoform; Drug target; Plasma protein binding,OpenAlex,https://doi.org/10.33540/3413
"The Codex of African Naming: Cartographic Violence, Epistemological Erasure, and the Restoration of Civilisational Memory",2026,Indigenous; Colonialism; Historiography; Sociology; Epistemology; History; Decolonization; Erasure; African studies; Anthropology; Intervention (counseling); Extension (predicate logic); Ethnology; Traditional knowledge,OpenAlex,https://doi.org/10.31235/osf.io/3pc47_v1
Decolonial Arts-Based Social Work and Education with Migrants in Spain: A Rights-Based Approach,2026,Sociology; Cognitive reframing; Agency (philosophy); Performative utterance; Narrative; Public relations; Pedagogy; Social constructivism; Inclusion (mineral); Social work; Gender studies; Structure and agency; Photo elicitation; Literacy; Governmentality; Anonymity; Intersectionality; Indigenous education; Reflexivity; Community engagement,OpenAlex,https://doi.org/10.1007/s41134-025-00431-6
User Preferences for Cartographic Presentation in Tourist Information Search Across Geographic Scales,2026,Tourism; Visitor pattern; Respondent; Context (archaeology); Presentation (obstetrics); Geography; Preference; Geographic information system; Information retrieval; Value (mathematics); Abstraction; Computer science; Information system; World Wide Web; Cartography; The Internet; Data science; Destinations; Public participation GIS; Location; Geotagging,OpenAlex,https://doi.org/10.3390/ijgi15030107
Manuscript Figures,2026,Battlefield; History; Geography; Index (typography); Mosaic; Cartography; Subject (documents); Documentation; Spanish Civil War; Weighting; Artillery; Archaeology; Composite index; Scale (ratio); Landscape archaeology; Regional science; Historical heritage; Spatial analysis; First world war; Geographic information system,OpenAlex,https://doi.org/10.6084/m9.figshare.31443802.v1
Carnets de bord. Tables d’orientation « Tariq Teguia »,2026,Humanities; Art; Perspective (graphical); Space (punctuation); Computer science; Partition (number theory); Art history; Computer graphics (images),OpenAlex,https://doi.org/10.65314/2791-285x.1192
Река Репинка в Коломне: реконструкция утраченных русел и исторической гидросети,2026,Ravine; Sewerage; Hydrography; Geology; Hydrology (agriculture); Drainage basin; Structural basin; Geomorphology; Geography; Remote sensing; Aerial photography; Tarim basin; Field (mathematics),OpenAlex,https://doi.org/10.5281/zenodo.18835087
The Imperial Cartography in Maugham’s Novel Ah-king,2026,Colonialism; Depiction; Power (physics); History; Space (punctuation); Empire; Gaze; Tourism; Southeast asia; Cartography; Ethnology; Resistance (ecology); Art history; Post colonialism; Liminality; Geography; Aesthetics,OpenAlex,https://doi.org/10.63313/lhp.8028
Empires of Writing: The Rise of Scripted Civilisation,2026,Civilization; Emperor; Reinterpretation; Bureaucracy; Mesopotamia; History; Empire; Argument (complex analysis); Hegemony; Transformative learning; Literature; Classics; Sociology; Writing system; Indigenous; Aesthetics; Natural (archaeology); Scripting language; Ancient history,OpenAlex,https://doi.org/10.5281/zenodo.18831736
PROJ,2026,Geodetic datum; Coordinate system; Geospatial analysis; Computer science; Software; Transformation (genetics); Geographic coordinate conversion; Visualization; Computer vision; Spatial reference system; Geodesy,OpenAlex,https://doi.org/10.5281/zenodo.18835951
Tracing the Remains of a Disappeared Colonial Settlement. The Case of Babsa Colony,2026,Ephemeral key; Typology; Colonialism; History; Tracing; Relation (database); Historical record; Geography; Field (mathematics); Human settlement; Cartography; Character (mathematics); Archaeology; Ethnology; Cadastre; Colonial period; Genealogy,OpenAlex,https://doi.org/10.5281/zenodo.18839528
Empires of Writing: The Rise of Scripted Civilisation,2026,Civilization; Emperor; Reinterpretation; Bureaucracy; Mesopotamia; History; Empire; Argument (complex analysis); Hegemony; Transformative learning; Literature; Classics; Sociology; Writing system; Indigenous; Aesthetics; Natural (archaeology); Scripting language; Ancient history,OpenAlex,https://doi.org/10.17613/m00q0-d1a52
Manuscript Figures,2026,Battlefield; History; Geography; Index (typography); Mosaic; Cartography; Subject (documents); Documentation; Spanish Civil War; Weighting; Artillery; Archaeology; Composite index; Scale (ratio); Landscape archaeology; Regional science; Historical heritage; Spatial analysis; First world war; Geographic information system,OpenAlex,https://doi.org/10.6084/m9.figshare.31443802
Река Репинка в Коломне: реконструкция утраченных русел и исторической гидросети,2026,Ravine; Sewerage; Hydrography; Geology; Hydrology (agriculture); Drainage basin; Structural basin; Geomorphology; Geography; Remote sensing; Aerial photography; Tarim basin; Field (mathematics),OpenAlex,https://doi.org/10.5281/zenodo.17961566
Tracing the Remains of a Disappeared Colonial Settlement. The Case of Babsa Colony,2026,Ephemeral key; Typology; Colonialism; History; Tracing; Relation (database); Historical record; Geography; Field (mathematics); Human settlement; Cartography; Character (mathematics); Archaeology; Ethnology; Cadastre; Colonial period; Genealogy,OpenAlex,https://doi.org/10.5281/zenodo.18839527
Empires of Writing: The Rise of Scripted Civilisation,2026,Civilization; Emperor; Reinterpretation; Bureaucracy; Mesopotamia; History; Empire; Argument (complex analysis); Hegemony; Transformative learning; Literature; Classics; Sociology; Writing system; Indigenous; Aesthetics; Natural (archaeology); Scripting language; Ancient history,OpenAlex,https://doi.org/10.5281/zenodo.18831735
Empires of Writing: The Rise of Scripted Civilisation,2026,Civilization; Emperor; Reinterpretation; Bureaucracy; Mesopotamia; History; Empire; Argument (complex analysis); Hegemony; Transformative learning; Literature; Classics; Sociology; Writing system; Indigenous; Aesthetics; Natural (archaeology); Scripting language; Ancient history,OpenAlex,https://doi.org/10.17613/ckmy2-75b49
"Atlas of Martian Geography, MC-1",2026,Mars Exploration Program; Martian; Geology; Orbiter; Astrobiology; Remote sensing; Altimeter; Geography; Atlas (anatomy),OpenAlex,https://doi.org/10.5281/zenodo.18826001
Rotational Doppler Cartography of Technosignatures on Unresolved Planets,2026,Search for extraterrestrial intelligence; Planet; Narrowband; Doppler effect; Physics; Population; Astronomy; Broadband; Geology; Sky; Remote sensing; Computer science; Degeneracy (biology); Astrophysics; Spectral line; Inversion (geology); Radio astronomy; Geophysics,OpenAlex,https://doi.org/10.48550/arxiv.2603.01032
"Atlas of Martian Geography, MC-2",2026,Tharsis; Geology; Hesperian; Mars Exploration Program; Martian; Volcano; Bathymetric chart; Geologic map; Paleontology; Impact crater; Quadrangle; Tectonics; Martian surface,OpenAlex,https://doi.org/10.5281/zenodo.18826176
"The Information Coherence Hypothesis: A Unified Informational Framework for Reality, Consciousness, and Meaning",2026,Computer science; Information integration; Coherence (philosophical gambling strategy); Ontology; Information theory; Meaning (existential); Consciousness; Cognitive science; Artificial intelligence; Information processing; Theoretical computer science; Transitive relation; Cybernetics; Space (punctuation); Epistemology; Cognition; Integrated information theory; Topology (electrical circuits),OpenAlex,https://doi.org/10.5281/zenodo.18812955
InfoMap: A Semi-Automated Tool for Objective Evaluation of Infographic Style in Cartographic Design,2026,Computer science; Workflow; Software; Raw data; Executable; Sample (material); Data mining; Infographic; Information retrieval; File format; Data extraction; Relevance (law); Visualization; Data file; Data collection; Data visualization; Code (set theory); Scheme (mathematics); Selection (genetic algorithm),OpenAlex,https://doi.org/10.5281/zenodo.18825515
L’imagerie TEP multitraceur révèle des dysfonctionnements région-spécifiques de la BHE dans un modèle murin de dépression/anxiété,2026,Molecular biology; Chemistry,OpenAlex,https://doi.org/10.1016/j.mednuc.2026.01.033
"Aplicaciones de la integración de drones, fotogrametría y sistemas de información geográfica en la planificación urbana de contextos vulnerables: un estudio de caso en Sierra Leona",2026,Geography; Cartography; Photogrammetry; Geographic information system; Field (mathematics); Urban planning; Work (physics); Field research; Information system; Aerial photography; Urban area,OpenAlex,https://doi.org/10.5281/zenodo.18822426
"The Information Coherence Hypothesis: A Unified Informational Framework for Reality, Consciousness, and Meaning",2026,Computer science; Information integration; Coherence (philosophical gambling strategy); Ontology; Information theory; Meaning (existential); Consciousness; Cognitive science; Artificial intelligence; Information processing; Theoretical computer science; Transitive relation; Cybernetics; Space (punctuation); Epistemology; Cognition; Integrated information theory; Topology (electrical circuits),OpenAlex,https://doi.org/10.5281/zenodo.18812954
Citizens and Rulers of the World: The American Child and the Cartographic Pedagogies of Empire,2026,Empire; History; Political science; Ethnography,OpenAlex,https://doi.org/10.1515/zaa-2025-2037
"Atlas of Martian Geography, MC-1",2026,Mars Exploration Program; Martian; Geology; Orbiter; Astrobiology; Remote sensing; Altimeter; Geography; Atlas (anatomy),OpenAlex,https://doi.org/10.5281/zenodo.18826000
"Atlas of Martian Geography, MC-2",2026,Tharsis; Geology; Hesperian; Mars Exploration Program; Martian; Volcano; Bathymetric chart; Geologic map; Paleontology; Impact crater; Quadrangle; Tectonics; Martian surface,OpenAlex,https://doi.org/10.5281/zenodo.18826177
Determining of potential location for dam construction in “Pograxhë” region through geospatial analysis,2026,Analytic hierarchy process; Geospatial analysis; Site selection; Pairwise comparison; Drainage basin; Geographic information system; Terrain; Environmental science; Multiple-criteria decision analysis; Environmental resource management; Water resource management; Hydrology (agriculture); Geography; Spatial analysis; Civil engineering; Catchment area; Spatial planning; Human settlement; Water supply,OpenAlex,https://doi.org/10.1007/s12518-026-00705-2
InfoMap: A Semi-Automated Tool for Objective Evaluation of Infographic Style in Cartographic Design,2026,Computer science; Workflow; Software; Raw data; Executable; Sample (material); Data mining; Infographic; Information retrieval; File format; Data extraction; Relevance (law); Visualization; Data file; Data collection; Data visualization; Code (set theory); Scheme (mathematics); Selection (genetic algorithm),OpenAlex,https://doi.org/10.5281/zenodo.18825516
"The India–China Border Through the Lens of Demchok: Historical Insights, Territorial Claims and the Borderlanders",2026,Frontier; Geopolitics; Situated; Asset (computer security); Settlement (finance); China; Notional amount; Economic geography; Sociology; Economy; Through-the-lens metering; Lens (geology); Political science; Political economy; History,OpenAlex,https://doi.org/10.1177/00094455261424411
Data for “Detection of geospatial Anomalies and structural risks in geological layers through 3D gradient analysis using Machine Learning”,2027,Geospatial analysis; Geospatial analysis; Geology; Geology; Remote sensing; Remote sensing,OpenAlex,https://doi.org/10.17632/5jm2v6hgxn.1
Modeling Neglected and Underutilized Crops for Future Food Resilience: A Regional MaxEnt Workflow.,2026,Climate change; Agricultural biodiversity; Geospatial analysis; Food security; Geography; Environmental planning; Workflow; Environmental resource management; Work (physics); Crop; Agriculture; Agroforestry; Climate model,OpenAlex,https://doi.org/10.1002/pei3.70115
Intelligence of Things: a spatial context-aware control system for smart devices,2026,Computer science; Semantic reasoner; Smart objects; Human–computer interaction; Metadata; Smart device; Spatial intelligence; Home automation; Spatial contextual awareness; Executable; Inference; Artificial intelligence; User interface; Automation; Mobile device; Security token; Smart environment; Object (grammar); Interface (matter); Natural language understanding; Transformer; Inference engine; Visual Objects; Ubiquitous computing,OpenAlex,https://doi.org/10.7717/peerj-cs.3546
"Geospatial, Earth Observation and AI-Based Assessment of Biodiversity and Ecosystem Impacts for ESRS E4",2026,Sustainability; Environmental resource management; Environmental science; Geospatial analysis; Biodiversity; Environmental impact assessment; Ecosystem; Identifier; Earth observation; Erosion; Impact assessment; Wetland; Remote sensing; Available water capacity; Environmental monitoring; Soil texture; Soil loss; Soil functions; Geography; Environmental data; Soil classification,OpenAlex,https://doi.org/10.5281/zenodo.18863598
A web-based spatial decision support system of COVID-19 wastewater surveillance on a university campus,2026,Geospatial analysis; Spatial epidemiology; Computer science; Decision support system; Risk analysis (engineering); Geomatics; Spatial decision support system; Data science; Geographic information system; Spatial analysis; Wastewater; Environmental planning; Environmental resource management; Intervention (counseling); Cluster (spacecraft),OpenAlex,https://doi.org/10.6084/m9.figshare.31483418
BlastoDB: first release of a community-driven multi-omics and epidemiological resource for Blastocystis biology and subtyping,2026,Workflow; Resource (disambiguation); Biology; Data curation; Metagenomics; Data science; Microbiome; Subtyping; Geospatial analysis; Computational biology; Annotation; Genomics; Computer science; Genome,OpenAlex,https://doi.org/10.12688/openreseurope.23235.1
GeoServer,2026,Web Coverage Service; Web service; Computer science; World Wide Web; Web mapping; Data Web; Web standards; Database; Service (business); Geospatial analysis; Geospatial PDF; Web modeling; SOAP; WS-Policy; Sensor web; Web page,OpenAlex,https://doi.org/10.5281/zenodo.18860334
An Examination of Land Cover Transformation and Temporal Trends of the Ecological Environment in the Jingmai Mountain Cultural Landscape Heritage Area,2026,Geography; Land cover; Environmental resource management; Land use; Cultural heritage; Geospatial analysis; Landscape assessment; Cultural landscape; Sustainable development; Landscape ecology; Environmental quality; Ecological assessment; Ecology; Landscape planning; Quality (philosophy); Satellite imagery; Land development; Wetland; Natural heritage,OpenAlex,https://doi.org/10.3390/land15030421
Geospatial AI for heritage risk assessment: a machine learning approach to safeguarding cultural landmarks,2026,Safeguarding; Geospatial analysis; Computer science; Artificial intelligence; Data science; Machine learning,OpenAlex,https://doi.org/10.1007/s44163-026-00936-7
palm_csd 25.10: A processing tool for static input data in the PALM model system,2026,Computer science; Geospatial analysis; Terrain; Data mining; Raster graphics; Preprocessor; Raster data; Land cover; Georeference; Data processing; Domain (mathematical analysis); Geographic information system; Data pre-processing; Real-time computing; Land use; Remote sensing; 3D city models; Data modeling; Database; Spatial analysis; Vector map,OpenAlex,https://doi.org/10.5194/egusphere-2026-355
"Geospatial, Earth Observation and AI-Based Assessment of Biodiversity and Ecosystem Impacts for ESRS E4",2026,Sustainability; Environmental resource management; Environmental science; Geospatial analysis; Biodiversity; Environmental impact assessment; Ecosystem; Identifier; Earth observation; Erosion; Impact assessment; Wetland; Remote sensing; Available water capacity; Environmental monitoring; Soil texture; Soil loss; Soil functions; Geography; Environmental data; Soil classification,OpenAlex,https://doi.org/10.5281/zenodo.18863597
A web-based spatial decision support system of COVID-19 wastewater surveillance on a university campus,2026,Geospatial analysis; Spatial epidemiology; Computer science; Decision support system; Risk analysis (engineering); Geomatics; Spatial decision support system; Data science; Geographic information system; Spatial analysis; Wastewater; Environmental planning; Environmental resource management; Intervention (counseling); Cluster (spacecraft),OpenAlex,https://doi.org/10.6084/m9.figshare.31483418.v1
GS-USTNet: Global–Local Adaptive Convolution with Skip-Guided Attention for Remote Sensing Image Segmentation,2026,Computer science; Segmentation; Remote sensing; Feature (linguistics); Artificial intelligence; Convolution (computer science); Benchmark (surveying); Remote sensing application; Representation (politics); Computer vision; Robustness (evolution); Feature extraction; Class (philosophy); Terrain; Object (grammar); Image segmentation; Clutter,OpenAlex,https://doi.org/10.3390/rs18050785
Spatial and Interpretive Mapping of the Sahel Transnational Conflict Economies,2026,Geospatial analysis; State (computer science); Economy; Geography; Armed conflict; Limiting; Conflict resolution; Regionalisation; Social conflict; Economic geography; Political science; Human settlement; Psychological intervention; Descriptive statistics,OpenAlex,https://doi.org/10.31235/osf.io/q9p4e_v1
Assessment of Flood Hazard and Infrastructure Vulnerability Under Sea-Level Rise in Eastern Saudi Arabia: Implications of UN SDGs for Sustainable Cities,2026,Flood myth; Flooding (psychology); Geospatial analysis; Environmental planning; Coastal flood; Geography; Climate change; Vulnerability (computing); Environmental resource management; Metropolitan area; Vulnerability assessment; Shore; Sustainable development; Land use; Coastal hazards; Water resource management; Wetland; Hazard; Coastal management; Land reclamation; Environmental protection; Natural hazard; Sustainability; Geographic information system; Resource (disambiguation); Spatial planning,OpenAlex,https://doi.org/10.3390/su18052510
The Scorched Ledger: Counting the True Cost of Climate Change in India,2026,Climate change; Natural resource economics; Revenue; Economics; National accounts; Ledger; Computable general equilibrium; Effects of global warming; Business; Geography; Sustainable development; Ecosystem services; Economic impact analysis; Greenhouse gas; Fishing; Climate risk; Climate change mitigation; Social cost; Social accounting matrix; Environmental resource management; Development economics; Global warming; Climate justice; Economic cost,OpenAlex,https://doi.org/10.5281/zenodo.18859973
HIFLD OPEN Independent Systems Operators,2026,Oak Ridge National Laboratory; Homeland security; National laboratory; Computer science; National Grid; National security; United States National Security Agency; Agency (philosophy); Computer security; Commission; Set (abstract data type); Energy (signal processing); Feature (linguistics); Grid; Telecommunications; Suite; Operations research; Data exchange; Interoperability,OpenAlex,https://doi.org/10.3886/e239294v1-200170
Early Warning Systems and Real-Time Decision Support,2026,Geospatial analysis; Warning system; Decision support system; Geographic information system; Hazard; Computer science; Risk analysis (engineering); Early warning system; Information system; Resilience (materials science); Disaster response; Emergency management; Decision system; Vulnerability (computing); Computer security,OpenAlex,https://doi.org/10.4018/979-8-3373-6274-8.ch013
Enhancing resilience through environmental data integration in early construction planning: a cloud-based framework,2026,Geospatial analysis; Computer science; Workflow; Resilience (materials science); Traceability; Set (abstract data type); Geographic information system; Data mining; Hazard; Container (type theory); Risk analysis (engineering); Building information modeling; Spatial analysis; Database; Data science; Semantics (computer science); Software engineering; Systems engineering,OpenAlex,https://doi.org/10.3389/fbuil.2026.1748837
The Scorched Ledger: Counting the True Cost of Climate Change in India,2026,Climate change; Natural resource economics; Revenue; Economics; National accounts; Ledger; Computable general equilibrium; Effects of global warming; Business; Geography; Sustainable development; Ecosystem services; Economic impact analysis; Greenhouse gas; Fishing; Climate risk; Climate change mitigation; Social cost; Social accounting matrix; Environmental resource management; Development economics; Global warming; Climate justice; Economic cost,OpenAlex,https://doi.org/10.5281/zenodo.18859972
Spatio-temporal analysis of climate-induced multi-hazards in Ladakh using geospatial techniques,2026,Geospatial analysis; Remote sensing; Computer science; Geography; Identification (biology),OpenAlex,https://doi.org/10.1007/s44288-026-00469-7
A scalable framework for flash flood hazard assessment in data-scarce catchments using coupled modeling,2026,Flash flood; Return period; Flood myth; Environmental science; Flow routing; Hydrograph; Hazard; Hazard analysis; Hydrology (agriculture); Routing (electronic design automation); 100-year flood; Terrain; Geospatial analysis; Flood forecasting; Base flow; Scalability; Flood mitigation,OpenAlex,https://doi.org/10.1007/s40808-026-02751-6
"Invisible to Experts, Visible to a Child: Documentation Discrepancies in Aviation Training Materials, Latent Conditions for CFIT, and the Strategic Value of Independent Observation in High Reliability Organizations",2026,Documentation; Geospatial analysis; Notice; Reliability (semiconductor); Agency (philosophy); Knowledge management; Business; Aviation; Civil aviation; Process management; Computer science; Value (mathematics); Strategic planning; Training (meteorology),OpenAlex,https://doi.org/10.5281/zenodo.18843727
Public Aid in the Valencian Province After DANA 2024,2026,Beneficiary; Government (linguistics); Context (archaeology); Flood myth; Business; Politics; Local government; Economic growth; Geography; Damages; Public sector; Unemployment; Environmental planning; Geospatial analysis; Agriculture; Political science,OpenAlex,https://doi.org/10.5281/zenodo.18847406
A Dual Dynamic Feature-based Deep Learning and Computer Vision–Based Model for Multi-Object Classification Using Geospatial Satellite Imagery,2026,Computer science; Geospatial analysis; Artificial intelligence; Deep learning; Feature extraction; Object detection; Artificial neural network; Satellite imagery; Object (grammar); Satellite; Analytics; Feature (linguistics); Generalization; Pattern recognition (psychology); Machine learning; Convolutional neural network; Data mining; Feature selection; Computer vision; Feature learning; Dual (grammatical number); Contextual image classification; Cognitive neuroscience of visual object recognition,OpenAlex,https://doi.org/10.21203/rs.3.rs-8992042/v1
