title,year,keywords,source,doi,keywords_cn
"Data and Code for ""Out of Africa: To What Extent Does a Text-to-Image Model Sustain Cartographic Projection Bias in Depictions of the African Continent?""",2026,Computer science; Code (set theory); Consistency (knowledge bases); Projection (relational algebra); Cluster analysis; Metric (unit); Grid; Artificial intelligence; Data mining; Hierarchical clustering; Pattern recognition (psychology); Rand index; Binary number; Visualization; Graphics; Matching (statistics); Binary data; Information retrieval; Stability (learning theory); Curse of dimensionality; Pipeline (software); Process (computing); Binary code; Dimensionality reduction; Cluster (spacecraft); Block (permutation group theory); Shadow (psychology); Hierarchical database model,OpenAlex,https://doi.org/10.5281/zenodo.18862237,计算机科学; 代码（集合论）; 一致性（知识库）; 投影（关系代数）; 聚类分析; 公制（单位）; 网格; 人工智能; 数据挖掘; 层次聚类; 模式识别（心理学）; 兰德指数; 二进制数; 可视化; 图形; 匹配（统计）; 二进制数据; 信息检索; 稳定性（学习理论）; 维度灾难; 管道（软件）; 过程（计算）; 二进制代码; 降维; 集群（航天器）; 块（置换群论）; 阴影（心理学）; 分层数据库模型
Entre le paradis et l'esclavage moderne — Modèle Multi-dimensionnel et Simulation GPU,2026,Humanities; Locale (computer software); Physics,OpenAlex,https://doi.org/10.5281/zenodo.18862882,人文学科; 区域设置（计算机软件）; 物理学
A general cartography of the work of the philosopher José Luis Villacañas,2026,Work (physics); Art history; Philosophy; Art,OpenAlex,https://doi.org/10.4324/9781003657750-5,工作（物理）; 艺术史; 哲学; 艺术
Entre le paradis et l'esclavage moderne — Modèle Multi-dimensionnel et Simulation GPU,2026,Humanities; Locale (computer software); Physics,OpenAlex,https://doi.org/10.5281/zenodo.18862883,人文学科; 区域设置（计算机软件）; 物理学
F1_ Crowd-Based Dynamics (CBD) in Financial Systems,2026,Divergence (linguistics); Financial market; Economics; Counterfactual thinking; Convergence (economics); Articulation (sociology); Computer science; Mathematical economics; Stability (learning theory); Econometrics; Reciprocal,OpenAlex,https://doi.org/10.5281/zenodo.18843545,分歧（语言学）; 金融市场; 经济学; 反事实思维; 趋同（经济学）; 发音（社会学）; 计算机科学; 数理经济学; 稳定性（学习理论）; 计量经济学; 相互的
Participación de las mujeres en el ámbito local: dinámicas y perfiles en Andalucía (España),2026,Geography; Sociology; Phenomenon; Rural area; Social relation; Social phenomenon; Social integration; Population,OpenAlex,https://doi.org/10.24215/26837684e021,地理; 社会学; 现象; 农村地区; 社会关系; 社会现象; 社会融合; 人口
F1_ Crowd-Based Dynamics (CBD) in Financial Systems,2026,Divergence (linguistics); Financial market; Economics; Counterfactual thinking; Convergence (economics); Articulation (sociology); Computer science; Mathematical economics; Stability (learning theory); Econometrics; Reciprocal,OpenAlex,https://doi.org/10.5281/zenodo.18843547,分歧（语言学）; 金融市场; 经济学; 反事实思维; 趋同（经济学）; 发音（社会学）; 计算机科学; 数理经济学; 稳定性（学习理论）; 计量经济学; 相互的
Chemoproteomic Cartography of Cysteine Modifications,2026,Cysteine; Proteome; Proteomics; Biochemistry; Chemistry; Computational biology; Regulator; Innate immune system; Cysteine metabolism; Metabolomics; Biology; Chemical biology; Cell biology; Protein–protein interaction; Crosstalk; Drug discovery; Gene isoform; Drug target; Plasma protein binding,OpenAlex,https://doi.org/10.33540/3413,半胱氨酸; 蛋白质组; 蛋白质组学; 生物化学; 化学; 计算生物学; 调节器; 先天免疫系统; 半胱氨酸代谢; 代谢组学; 生物学; 化学生物学; 细胞生物学; 蛋白质-蛋白质相互作用; 相声; 药物发现; 基因异构体; 药物靶点; 血浆蛋白结合
"The Codex of African Naming: Cartographic Violence, Epistemological Erasure, and the Restoration of Civilisational Memory",2026,Indigenous; Colonialism; Historiography; Sociology; Epistemology; History; Decolonization; Erasure; African studies; Anthropology; Intervention (counseling); Extension (predicate logic); Ethnology; Traditional knowledge,OpenAlex,https://doi.org/10.31235/osf.io/3pc47_v1,土著; 殖民主义; 史学; 社会学; 认识论; 历史; 非殖民化; 擦除; 非洲研究; 人类学; 干预（咨询）; 扩展（谓词逻辑）; 民族学; 传统知识
Decolonial Arts-Based Social Work and Education with Migrants in Spain: A Rights-Based Approach,2026,Sociology; Cognitive reframing; Agency (philosophy); Performative utterance; Narrative; Public relations; Pedagogy; Social constructivism; Inclusion (mineral); Social work; Gender studies; Structure and agency; Photo elicitation; Literacy; Governmentality; Anonymity; Intersectionality; Indigenous education; Reflexivity; Community engagement,OpenAlex,https://doi.org/10.1007/s41134-025-00431-6,社会学; 认知重构; 代理（哲学）; 表演性话语; 叙述; 公共关系; 教育学; 社会建构主义; 夹杂物（矿物）; 社会工作; 性别研究; 结构与能动性; 照片启发; 读写能力; 治理术; 匿名; 交叉性; 本土教育; 自反性; 社区参与
User Preferences for Cartographic Presentation in Tourist Information Search Across Geographic Scales,2026,Tourism; Visitor pattern; Respondent; Context (archaeology); Presentation (obstetrics); Geography; Preference; Geographic information system; Information retrieval; Value (mathematics); Abstraction; Computer science; Information system; World Wide Web; Cartography; The Internet; Data science; Destinations; Public participation GIS; Location; Geotagging,OpenAlex,https://doi.org/10.3390/ijgi15030107,旅游; 接见者模式; 受访者; 背景（考古学）; 介绍（产科）; 地理; 偏好; 地理信息系统; 信息检索; 价值（数学）; 抽象; 计算机科学; 信息系统; 万维网; 制图学; 互联网; 数据科学; 目的地; 公众参与GIS; 位置; 地理位置标记
Manuscript Figures,2026,Battlefield; History; Geography; Index (typography); Mosaic; Cartography; Subject (documents); Documentation; Spanish Civil War; Weighting; Artillery; Archaeology; Composite index; Scale (ratio); Landscape archaeology; Regional science; Historical heritage; Spatial analysis; First world war; Geographic information system,OpenAlex,https://doi.org/10.6084/m9.figshare.31443802.v1,战场; 历史; 地理; 索引（排版）; 马赛克; 制图学; 主题（文件）; 文档; 西班牙内战; 加权; 炮兵; 考古学; 综合指数; 比例（比率）; 景观考古; 区域科学; 历史遗产; 空间分析; 第一次世界大战; 地理信息系统
Carnets de bord. Tables d’orientation « Tariq Teguia »,2026,Humanities; Art; Perspective (graphical); Space (punctuation); Computer science; Partition (number theory); Art history; Computer graphics (images),OpenAlex,https://doi.org/10.65314/2791-285x.1192,人文学科; 艺术; 透视图（图形）; 空格（标点符号）; 计算机科学; 划分（数论）; 艺术史; 计算机图形学（图像）
Река Репинка в Коломне: реконструкция утраченных русел и исторической гидросети,2026,Ravine; Sewerage; Hydrography; Geology; Hydrology (agriculture); Drainage basin; Structural basin; Geomorphology; Geography; Remote sensing; Aerial photography; Tarim basin; Field (mathematics),OpenAlex,https://doi.org/10.5281/zenodo.18835087,峡谷; 下水道系统; 水文学; 地质学; 水文学（农业）; 流域; 构造盆地; 地貌学; 地理; 遥感; 航空摄影; 塔里木盆地; 领域（数学）
The Imperial Cartography in Maugham’s Novel Ah-king,2026,Colonialism; Depiction; Power (physics); History; Space (punctuation); Empire; Gaze; Tourism; Southeast asia; Cartography; Ethnology; Resistance (ecology); Art history; Post colonialism; Liminality; Geography; Aesthetics,OpenAlex,https://doi.org/10.63313/lhp.8028,殖民主义; 描绘; 功率（物理）; 历史; 空格（标点符号）; 帝国; 凝视; 旅游; 东南亚; 制图学; 民族学; 阻力（生态）; 艺术史; 后殖民主义理论; 阈限性; 地理; 美学
Empires of Writing: The Rise of Scripted Civilisation,2026,Civilization; Emperor; Reinterpretation; Bureaucracy; Mesopotamia; History; Empire; Argument (complex analysis); Hegemony; Transformative learning; Literature; Classics; Sociology; Writing system; Indigenous; Aesthetics; Natural (archaeology); Scripting language; Ancient history,OpenAlex,https://doi.org/10.5281/zenodo.18831736,文明; 皇帝; 重新解释; 官僚主义; 美索不达米亚; 历史; 帝国; 论证（复杂分析）; 霸权; 转化式学习; 文学; 经典; 社会学; 文字; 土著; 美学; 自然（考古学）; 脚本语言; 古代历史
PROJ,2026,Geodetic datum; Coordinate system; Geospatial analysis; Computer science; Software; Transformation (genetics); Geographic coordinate conversion; Visualization; Computer vision; Spatial reference system; Geodesy,OpenAlex,https://doi.org/10.5281/zenodo.18835951,大地测量基准; 坐标系; 空间分析; 计算机科学; 软件; 转化（遗传学）; 地理坐标转换; 可视化; 计算机视觉; 空间参照系统; 大地测量学
Tracing the Remains of a Disappeared Colonial Settlement. The Case of Babsa Colony,2026,Ephemeral key; Typology; Colonialism; History; Tracing; Relation (database); Historical record; Geography; Field (mathematics); Human settlement; Cartography; Character (mathematics); Archaeology; Ethnology; Cadastre; Colonial period; Genealogy,OpenAlex,https://doi.org/10.5281/zenodo.18839528,临时密钥; 类型学; 殖民主义; 历史; 追踪; 关系（数据库）; 历史记录; 地理; 领域（数学）; 人类住区; 制图学; 字符（数学）; 考古学; 民族学; 地籍; 殖民地时期; 家谱
Empires of Writing: The Rise of Scripted Civilisation,2026,Civilization; Emperor; Reinterpretation; Bureaucracy; Mesopotamia; History; Empire; Argument (complex analysis); Hegemony; Transformative learning; Literature; Classics; Sociology; Writing system; Indigenous; Aesthetics; Natural (archaeology); Scripting language; Ancient history,OpenAlex,https://doi.org/10.17613/m00q0-d1a52,文明; 皇帝; 重新解释; 官僚主义; 美索不达米亚; 历史; 帝国; 论证（复杂分析）; 霸权; 转化式学习; 文学; 经典; 社会学; 文字; 土著; 美学; 自然（考古学）; 脚本语言; 古代历史
Manuscript Figures,2026,Battlefield; History; Geography; Index (typography); Mosaic; Cartography; Subject (documents); Documentation; Spanish Civil War; Weighting; Artillery; Archaeology; Composite index; Scale (ratio); Landscape archaeology; Regional science; Historical heritage; Spatial analysis; First world war; Geographic information system,OpenAlex,https://doi.org/10.6084/m9.figshare.31443802,战场; 历史; 地理; 索引（排版）; 马赛克; 制图学; 主题（文件）; 文档; 西班牙内战; 加权; 炮兵; 考古学; 综合指数; 比例（比率）; 景观考古; 区域科学; 历史遗产; 空间分析; 第一次世界大战; 地理信息系统
Река Репинка в Коломне: реконструкция утраченных русел и исторической гидросети,2026,Ravine; Sewerage; Hydrography; Geology; Hydrology (agriculture); Drainage basin; Structural basin; Geomorphology; Geography; Remote sensing; Aerial photography; Tarim basin; Field (mathematics),OpenAlex,https://doi.org/10.5281/zenodo.17961566,峡谷; 下水道系统; 水文学; 地质学; 水文学（农业）; 流域; 构造盆地; 地貌学; 地理; 遥感; 航空摄影; 塔里木盆地; 领域（数学）
Tracing the Remains of a Disappeared Colonial Settlement. The Case of Babsa Colony,2026,Ephemeral key; Typology; Colonialism; History; Tracing; Relation (database); Historical record; Geography; Field (mathematics); Human settlement; Cartography; Character (mathematics); Archaeology; Ethnology; Cadastre; Colonial period; Genealogy,OpenAlex,https://doi.org/10.5281/zenodo.18839527,临时密钥; 类型学; 殖民主义; 历史; 追踪; 关系（数据库）; 历史记录; 地理; 领域（数学）; 人类住区; 制图学; 字符（数学）; 考古学; 民族学; 地籍; 殖民地时期; 家谱
Empires of Writing: The Rise of Scripted Civilisation,2026,Civilization; Emperor; Reinterpretation; Bureaucracy; Mesopotamia; History; Empire; Argument (complex analysis); Hegemony; Transformative learning; Literature; Classics; Sociology; Writing system; Indigenous; Aesthetics; Natural (archaeology); Scripting language; Ancient history,OpenAlex,https://doi.org/10.5281/zenodo.18831735,文明; 皇帝; 重新解释; 官僚主义; 美索不达米亚; 历史; 帝国; 论证（复杂分析）; 霸权; 转化式学习; 文学; 经典; 社会学; 文字; 土著; 美学; 自然（考古学）; 脚本语言; 古代历史
Empires of Writing: The Rise of Scripted Civilisation,2026,Civilization; Emperor; Reinterpretation; Bureaucracy; Mesopotamia; History; Empire; Argument (complex analysis); Hegemony; Transformative learning; Literature; Classics; Sociology; Writing system; Indigenous; Aesthetics; Natural (archaeology); Scripting language; Ancient history,OpenAlex,https://doi.org/10.17613/ckmy2-75b49,文明; 皇帝; 重新解释; 官僚主义; 美索不达米亚; 历史; 帝国; 论证（复杂分析）; 霸权; 转化式学习; 文学; 经典; 社会学; 文字; 土著; 美学; 自然（考古学）; 脚本语言; 古代历史
"Atlas of Martian Geography, MC-1",2026,Mars Exploration Program; Martian; Geology; Orbiter; Astrobiology; Remote sensing; Altimeter; Geography; Atlas (anatomy),OpenAlex,https://doi.org/10.5281/zenodo.18826001,火星探测计划; 火星人; 地质学; 轨道器; 天体生物学; 遥感; 高度计; 地理; 阿特拉斯（解剖学）
Rotational Doppler Cartography of Technosignatures on Unresolved Planets,2026,Search for extraterrestrial intelligence; Planet; Narrowband; Doppler effect; Physics; Population; Astronomy; Broadband; Geology; Sky; Remote sensing; Computer science; Degeneracy (biology); Astrophysics; Spectral line; Inversion (geology); Radio astronomy; Geophysics,OpenAlex,https://doi.org/10.48550/arxiv.2603.01032,寻找外星智慧; 行星; 窄带; 多普勒效应; 物理学; 人口; 天文学; 宽带; 地质学; 天空; 遥感; 计算机科学; 退化（生物学）; 天体物理学; 谱线; 反演（地质）; 射电天文学; 地球物理学
"Atlas of Martian Geography, MC-2",2026,Tharsis; Geology; Hesperian; Mars Exploration Program; Martian; Volcano; Bathymetric chart; Geologic map; Paleontology; Impact crater; Quadrangle; Tectonics; Martian surface,OpenAlex,https://doi.org/10.5281/zenodo.18826176,塔尔西斯; 地质学; 西方的; 火星探测计划; 火星人; 火山; 等深线图; 地质图; 古生物学; 撞击坑; 四边形; 构造地质学; 火星表面
"The Information Coherence Hypothesis: A Unified Informational Framework for Reality, Consciousness, and Meaning",2026,Computer science; Information integration; Coherence (philosophical gambling strategy); Ontology; Information theory; Meaning (existential); Consciousness; Cognitive science; Artificial intelligence; Information processing; Theoretical computer science; Transitive relation; Cybernetics; Space (punctuation); Epistemology; Cognition; Integrated information theory; Topology (electrical circuits),OpenAlex,https://doi.org/10.5281/zenodo.18812955,计算机科学; 信息整合; 连贯性（哲学赌博策略）; 本体论; 信息论; 意义（存在）; 意识; 认知科学; 人工智能; 信息处理; 理论计算机科学; 传递关系; 控制论; 空格（标点符号）; 认识论; 认知; 综合信息理论; 拓扑（电路）
InfoMap: A Semi-Automated Tool for Objective Evaluation of Infographic Style in Cartographic Design,2026,Computer science; Workflow; Software; Raw data; Executable; Sample (material); Data mining; Infographic; Information retrieval; File format; Data extraction; Relevance (law); Visualization; Data file; Data collection; Data visualization; Code (set theory); Scheme (mathematics); Selection (genetic algorithm),OpenAlex,https://doi.org/10.5281/zenodo.18825515,计算机科学; 工作流程; 软件; 原始数据; 可执行; 样品（材料）; 数据挖掘; 信息图; 信息检索; 文件格式; 数据提取; 相关性（法律）; 可视化; 数据文件; 数据收集; 数据可视化; 代码（集合论）; 方案（数学）; 选择（遗传算法）
L’imagerie TEP multitraceur révèle des dysfonctionnements région-spécifiques de la BHE dans un modèle murin de dépression/anxiété,2026,Molecular biology; Chemistry,OpenAlex,https://doi.org/10.1016/j.mednuc.2026.01.033,分子生物学; 化学
"Aplicaciones de la integración de drones, fotogrametría y sistemas de información geográfica en la planificación urbana de contextos vulnerables: un estudio de caso en Sierra Leona",2026,Geography; Cartography; Photogrammetry; Geographic information system; Field (mathematics); Urban planning; Work (physics); Field research; Information system; Aerial photography; Urban area,OpenAlex,https://doi.org/10.5281/zenodo.18822426,地理; 制图学; 摄影测量; 地理信息系统; 领域（数学）; 城市规划; 工作（物理）; 实地调研; 信息系统; 航空摄影; 市区
"The Information Coherence Hypothesis: A Unified Informational Framework for Reality, Consciousness, and Meaning",2026,Computer science; Information integration; Coherence (philosophical gambling strategy); Ontology; Information theory; Meaning (existential); Consciousness; Cognitive science; Artificial intelligence; Information processing; Theoretical computer science; Transitive relation; Cybernetics; Space (punctuation); Epistemology; Cognition; Integrated information theory; Topology (electrical circuits),OpenAlex,https://doi.org/10.5281/zenodo.18812954,计算机科学; 信息整合; 连贯性（哲学赌博策略）; 本体论; 信息论; 意义（存在）; 意识; 认知科学; 人工智能; 信息处理; 理论计算机科学; 传递关系; 控制论; 空格（标点符号）; 认识论; 认知; 综合信息理论; 拓扑（电路）
Citizens and Rulers of the World: The American Child and the Cartographic Pedagogies of Empire,2026,Empire; History; Political science; Ethnography,OpenAlex,https://doi.org/10.1515/zaa-2025-2037,帝国; 历史; 政治学; 民族志
"Atlas of Martian Geography, MC-1",2026,Mars Exploration Program; Martian; Geology; Orbiter; Astrobiology; Remote sensing; Altimeter; Geography; Atlas (anatomy),OpenAlex,https://doi.org/10.5281/zenodo.18826000,火星探测计划; 火星人; 地质学; 轨道器; 天体生物学; 遥感; 高度计; 地理; 阿特拉斯（解剖学）
"Atlas of Martian Geography, MC-2",2026,Tharsis; Geology; Hesperian; Mars Exploration Program; Martian; Volcano; Bathymetric chart; Geologic map; Paleontology; Impact crater; Quadrangle; Tectonics; Martian surface,OpenAlex,https://doi.org/10.5281/zenodo.18826177,塔尔西斯; 地质学; 西方的; 火星探测计划; 火星人; 火山; 等深线图; 地质图; 古生物学; 撞击坑; 四边形; 构造地质学; 火星表面
Determining of potential location for dam construction in “Pograxhë” region through geospatial analysis,2026,Analytic hierarchy process; Geospatial analysis; Site selection; Pairwise comparison; Drainage basin; Geographic information system; Terrain; Environmental science; Multiple-criteria decision analysis; Environmental resource management; Water resource management; Hydrology (agriculture); Geography; Spatial analysis; Civil engineering; Catchment area; Spatial planning; Human settlement; Water supply,OpenAlex,https://doi.org/10.1007/s12518-026-00705-2,层次分析; 空间分析; 选址; 成对比较; 流域; 地理信息系统; 地形; 环境科学; 多准则决策分析; 环境资源管理; 水资源管理; 水文学（农业）; 地理; 空间分析; 土木工程; 集水区; 空间规划; 人类住区; 供水
InfoMap: A Semi-Automated Tool for Objective Evaluation of Infographic Style in Cartographic Design,2026,Computer science; Workflow; Software; Raw data; Executable; Sample (material); Data mining; Infographic; Information retrieval; File format; Data extraction; Relevance (law); Visualization; Data file; Data collection; Data visualization; Code (set theory); Scheme (mathematics); Selection (genetic algorithm),OpenAlex,https://doi.org/10.5281/zenodo.18825516,计算机科学; 工作流程; 软件; 原始数据; 可执行; 样品（材料）; 数据挖掘; 信息图; 信息检索; 文件格式; 数据提取; 相关性（法律）; 可视化; 数据文件; 数据收集; 数据可视化; 代码（集合论）; 方案（数学）; 选择（遗传算法）
"The India–China Border Through the Lens of Demchok: Historical Insights, Territorial Claims and the Borderlanders",2026,Frontier; Geopolitics; Situated; Asset (computer security); Settlement (finance); China; Notional amount; Economic geography; Sociology; Economy; Through-the-lens metering; Lens (geology); Political science; Political economy; History,OpenAlex,https://doi.org/10.1177/00094455261424411,前沿; 地缘政治; 位于; 资产（计算机安全）; 结算（财务）; 中国; 名义本金; 经济地理学; 社会学; 经济; 镜后测光; 透镜（地质学）; 政治学; 政治经济学; 历史
Data for “Detection of geospatial Anomalies and structural risks in geological layers through 3D gradient analysis using Machine Learning”,2027,Geospatial analysis; Geospatial analysis; Geology; Geology; Remote sensing; Remote sensing,OpenAlex,https://doi.org/10.17632/5jm2v6hgxn.1,空间分析; 空间分析; 地质学; 地质学; 遥感; 遥感
Modeling Neglected and Underutilized Crops for Future Food Resilience: A Regional MaxEnt Workflow.,2026,Climate change; Agricultural biodiversity; Geospatial analysis; Food security; Geography; Environmental planning; Workflow; Environmental resource management; Work (physics); Crop; Agriculture; Agroforestry; Climate model,OpenAlex,https://doi.org/10.1002/pei3.70115,气候变化; 农业生物多样性; 空间分析; 粮食安全; 地理; 环境规划; 工作流程; 环境资源管理; 工作（物理）; 作物; 农业; 农林复合系统; 气候模式
Intelligence of Things: a spatial context-aware control system for smart devices,2026,Computer science; Semantic reasoner; Smart objects; Human–computer interaction; Metadata; Smart device; Spatial intelligence; Home automation; Spatial contextual awareness; Executable; Inference; Artificial intelligence; User interface; Automation; Mobile device; Security token; Smart environment; Object (grammar); Interface (matter); Natural language understanding; Transformer; Inference engine; Visual Objects; Ubiquitous computing,OpenAlex,https://doi.org/10.7717/peerj-cs.3546,计算机科学; 语义推理器; 智能对象; 人机交互; 元数据; 智能设备; 空间智能; 家庭自动化; 空间情境意识; 可执行; 推断; 人工智能; 用户界面; 自动化; 移动设备; 安全性令牌; 智能环境; 对象（语法）; 接口（事项）; 自然语言理解; 变压器; 推理机; 可视对象; 普适计算
"Geospatial, Earth Observation and AI-Based Assessment of Biodiversity and Ecosystem Impacts for ESRS E4",2026,Sustainability; Environmental resource management; Environmental science; Geospatial analysis; Biodiversity; Environmental impact assessment; Ecosystem; Identifier; Earth observation; Erosion; Impact assessment; Wetland; Remote sensing; Available water capacity; Environmental monitoring; Soil texture; Soil loss; Soil functions; Geography; Environmental data; Soil classification,OpenAlex,https://doi.org/10.5281/zenodo.18863598,可持续性; 环境资源管理; 环境科学; 空间分析; 生物多样性; 环境影响评价; 生态系统; 标识符; 地球观测; 侵蚀; 影响评估; 湿地; 遥感; 有效水容量; 环境监测; 土壤质地; 土壤流失; 土壤功能; 地理; 环境数据; 土壤分类
A web-based spatial decision support system of COVID-19 wastewater surveillance on a university campus,2026,Geospatial analysis; Spatial epidemiology; Computer science; Decision support system; Risk analysis (engineering); Geomatics; Spatial decision support system; Data science; Geographic information system; Spatial analysis; Wastewater; Environmental planning; Environmental resource management; Intervention (counseling); Cluster (spacecraft),OpenAlex,https://doi.org/10.6084/m9.figshare.31483418,空间分析; 空间流行病学; 计算机科学; 决策支持系统; 风险分析（工程）; 测绘学; 空间决策支持系统; 数据科学; 地理信息系统; 空间分析; 废水; 环境规划; 环境资源管理; 干预（咨询）; 集群（航天器）
BlastoDB: first release of a community-driven multi-omics and epidemiological resource for Blastocystis biology and subtyping,2026,Workflow; Resource (disambiguation); Biology; Data curation; Metagenomics; Data science; Microbiome; Subtyping; Geospatial analysis; Computational biology; Annotation; Genomics; Computer science; Genome,OpenAlex,https://doi.org/10.12688/openreseurope.23235.1,工作流程; 资源（消歧义）; 生物学; 数据管理; 宏基因组学; 数据科学; 微生物组; 子类型; 空间分析; 计算生物学; 标注; 基因组学; 计算机科学; 基因组
GeoServer,2026,Web Coverage Service; Web service; Computer science; World Wide Web; Web mapping; Data Web; Web standards; Database; Service (business); Geospatial analysis; Geospatial PDF; Web modeling; SOAP; WS-Policy; Sensor web; Web page,OpenAlex,https://doi.org/10.5281/zenodo.18860334,网络覆盖服务; Web服务; 计算机科学; 万维网; Web映射; 数据网络; 网页标准; 数据库; 服务（商业）; 空间分析; 地理空间PDF; 建模; 简单对象访问协议; 网络服务协议; 传感器网络; 网页
An Examination of Land Cover Transformation and Temporal Trends of the Ecological Environment in the Jingmai Mountain Cultural Landscape Heritage Area,2026,Geography; Land cover; Environmental resource management; Land use; Cultural heritage; Geospatial analysis; Landscape assessment; Cultural landscape; Sustainable development; Landscape ecology; Environmental quality; Ecological assessment; Ecology; Landscape planning; Quality (philosophy); Satellite imagery; Land development; Wetland; Natural heritage,OpenAlex,https://doi.org/10.3390/land15030421,地理; 土地覆盖; 环境资源管理; 土地利用; 文化遗产; 空间分析; 景观评估; 文化景观; 可持续发展; 景观生态学; 环境质量; 生态评估; 生态学; 景观规划; 质量（哲学）; 卫星图像; 土地开发; 湿地; 自然遗产
Geospatial AI for heritage risk assessment: a machine learning approach to safeguarding cultural landmarks,2026,Safeguarding; Geospatial analysis; Computer science; Artificial intelligence; Data science; Machine learning,OpenAlex,https://doi.org/10.1007/s44163-026-00936-7,保障; 空间分析; 计算机科学; 人工智能; 数据科学; 机器学习
palm_csd 25.10: A processing tool for static input data in the PALM model system,2026,Computer science; Geospatial analysis; Terrain; Data mining; Raster graphics; Preprocessor; Raster data; Land cover; Georeference; Data processing; Domain (mathematical analysis); Geographic information system; Data pre-processing; Real-time computing; Land use; Remote sensing; 3D city models; Data modeling; Database; Spatial analysis; Vector map,OpenAlex,https://doi.org/10.5194/egusphere-2026-355,计算机科学; 空间分析; 地形; 数据挖掘; 光栅图形; 预处理器; 栅格数据; 土地覆盖; 地理参照; 数据处理; 领域（数学分析）; 地理信息系统; 数据预处理; 实时计算; 土地利用; 遥感; 三维城市模型; 数据建模; 数据库; 空间分析; 矢量地图
"Geospatial, Earth Observation and AI-Based Assessment of Biodiversity and Ecosystem Impacts for ESRS E4",2026,Sustainability; Environmental resource management; Environmental science; Geospatial analysis; Biodiversity; Environmental impact assessment; Ecosystem; Identifier; Earth observation; Erosion; Impact assessment; Wetland; Remote sensing; Available water capacity; Environmental monitoring; Soil texture; Soil loss; Soil functions; Geography; Environmental data; Soil classification,OpenAlex,https://doi.org/10.5281/zenodo.18863597,可持续性; 环境资源管理; 环境科学; 空间分析; 生物多样性; 环境影响评价; 生态系统; 标识符; 地球观测; 侵蚀; 影响评估; 湿地; 遥感; 有效水容量; 环境监测; 土壤质地; 土壤流失; 土壤功能; 地理; 环境数据; 土壤分类
A web-based spatial decision support system of COVID-19 wastewater surveillance on a university campus,2026,Geospatial analysis; Spatial epidemiology; Computer science; Decision support system; Risk analysis (engineering); Geomatics; Spatial decision support system; Data science; Geographic information system; Spatial analysis; Wastewater; Environmental planning; Environmental resource management; Intervention (counseling); Cluster (spacecraft),OpenAlex,https://doi.org/10.6084/m9.figshare.31483418.v1,空间分析; 空间流行病学; 计算机科学; 决策支持系统; 风险分析（工程）; 测绘学; 空间决策支持系统; 数据科学; 地理信息系统; 空间分析; 废水; 环境规划; 环境资源管理; 干预（咨询）; 集群（航天器）
GS-USTNet: Global–Local Adaptive Convolution with Skip-Guided Attention for Remote Sensing Image Segmentation,2026,Computer science; Segmentation; Remote sensing; Feature (linguistics); Artificial intelligence; Convolution (computer science); Benchmark (surveying); Remote sensing application; Representation (politics); Computer vision; Robustness (evolution); Feature extraction; Class (philosophy); Terrain; Object (grammar); Image segmentation; Clutter,OpenAlex,https://doi.org/10.3390/rs18050785,计算机科学; 分割; 遥感; 特征（语言学）; 人工智能; 卷积（计算机科学）; 基准（测量）; 遥感应用; 代表（政治）; 计算机视觉; 稳健性（进化）; 特征提取; 课程（哲学）; 地形; 对象（语法）; 图像分割; 杂乱
Spatial and Interpretive Mapping of the Sahel Transnational Conflict Economies,2026,Geospatial analysis; State (computer science); Economy; Geography; Armed conflict; Limiting; Conflict resolution; Regionalisation; Social conflict; Economic geography; Political science; Human settlement; Psychological intervention; Descriptive statistics,OpenAlex,https://doi.org/10.31235/osf.io/q9p4e_v1,空间分析; 国家（计算机科学）; 经济; 地理; 武装冲突; 限幅; 冲突解决; 区域化; 社会冲突; 经济地理学; 政治学; 人类住区; 心理干预; 描述性统计
Assessment of Flood Hazard and Infrastructure Vulnerability Under Sea-Level Rise in Eastern Saudi Arabia: Implications of UN SDGs for Sustainable Cities,2026,Flood myth; Flooding (psychology); Geospatial analysis; Environmental planning; Coastal flood; Geography; Climate change; Vulnerability (computing); Environmental resource management; Metropolitan area; Vulnerability assessment; Shore; Sustainable development; Land use; Coastal hazards; Water resource management; Wetland; Hazard; Coastal management; Land reclamation; Environmental protection; Natural hazard; Sustainability; Geographic information system; Resource (disambiguation); Spatial planning,OpenAlex,https://doi.org/10.3390/su18052510,大洪水; 洪水（心理学）; 空间分析; 环境规划; 沿海洪水; 地理; 气候变化; 漏洞（计算）; 环境资源管理; 都会区; 脆弱性评估; 岸; 可持续发展; 土地利用; 海岸灾害; 水资源管理; 湿地; 危险; 海岸管理; 土地复垦; 环境保护; 自然灾害; 可持续性; 地理信息系统; 资源（消歧义）; 空间规划
